Date,Open,High,Low,Close,Volume,OpenInt
1962-04-26,5.6781,5.6781,5.5361,5.5361,1113756,0
1962-04-27,5.5361,5.5946,5.319,5.3774,1958052,0
1962-04-30,5.3774,5.4276,4.9849,5.0353,2811329,0
1962-05-01,5.0353,5.1519,4.7679,5.1189,6368155,0
1962-05-02,5.2104,5.3608,5.2104,5.2356,3062824,0
1962-05-03,5.2356,5.3608,5.2021,5.3441,1634705,0
1962-05-04,5.3441,5.3858,5.294,5.3858,934118,0
1962-05-07,5.3858,5.4276,5.2689,5.2689,996989,0
1962-05-08,5.2607,5.2607,5.0937,5.0937,1239500,0
1962-05-09,5.0937,5.1436,4.9849,5.0017,1922122,0
1962-05-10,5.0017,5.0937,4.9766,5.0184,2290381,0
1962-05-11,5.0184,5.1018,4.9183,4.9431,2272418,0
1962-05-14,4.9431,5.0353,4.8597,5.0353,3269406,0
1962-05-15,5.0353,5.1355,5.0099,5.0099,2020925,0
1962-05-16,5.0099,5.0937,5.0099,5.0685,1059863,0
1962-05-17,5.0685,5.0685,4.9519,4.9766,1167646,0
1962-05-18,4.9766,5.0017,4.9349,5.0017,880225,0
1962-05-21,5.0017,5.0017,4.9431,4.9849,476040,0
1962-05-22,4.9849,4.9849,4.8182,4.8182,1203573,0
1962-05-23,4.8182,4.8514,4.6008,4.6008,3467008,0
1962-05-24,4.6008,4.7179,4.4089,4.4089,4975965,0
1962-05-25,4.4089,4.509,4.3005,4.4171,5155603,0
1962-05-28,4.4004,4.4004,3.9329,3.9997,5173565,0
1962-05-29,4.0497,4.2919,4.0497,4.2417,4625670,0
1962-05-31,4.3251,4.4341,4.3251,4.3504,4949019,0
1962-06-01,4.3339,4.3339,4.2417,4.267,2892169,0
1962-06-04,4.2084,4.2084,3.9913,3.9913,2173616,0
1962-06-05,3.9913,4.1415,3.9163,4.0332,3790357,0
1962-06-06,4.0332,4.1668,4.0165,4.0497,3449043,0
1962-06-07,4.0749,4.1415,4.0749,4.1,1473030,0
1962-06-08,4.1,4.1668,4.1,4.1169,1401172,0
1962-06-11,4.1169,4.1249,3.9747,3.9829,1428119,0
1962-06-12,3.9329,3.9329,3.7159,3.7159,3987959,0
1962-06-13,3.7159,3.7993,3.5738,3.5738,5254404,0
1962-06-14,3.5738,3.6741,3.3235,3.3901,8002857,0
1962-06-15,3.3901,3.7073,3.3316,3.6992,7580713,0
1962-06-18,3.6992,3.7658,3.5155,3.6572,5712478,0
1962-06-19,3.6572,3.7241,3.6156,3.7241,2523914,0
1962-06-20,3.7241,3.7993,3.6321,3.6321,3664610,0
1962-06-21,3.5906,3.5906,3.4905,3.4987,4446034,0
1962-06-22,3.4987,3.5655,3.4402,3.5489,4041848,0
1962-06-25,3.5489,3.7241,3.4987,3.6824,4544836,0
1962-06-26,3.6824,3.7577,3.5489,3.5489,3871193,0
1962-06-27,3.5489,3.6908,3.5489,3.6908,3547844,0
1962-06-28,3.7159,3.8662,3.7159,3.8163,4895123,0
1962-06-29,3.8163,3.8492,3.749,3.7577,3386174,0
1962-07-02,3.7577,3.8828,3.749,3.8828,1670627,0
1962-07-03,3.8828,3.9246,3.8578,3.8996,3098750,0
1962-07-05,3.8996,3.9163,3.8662,3.8828,2416127,0
1962-07-06,3.8329,3.8329,3.791,3.8243,1949069,0
1962-07-09,3.8243,3.8828,3.7828,3.8828,2263439,0
1962-07-10,3.9496,4.0079,3.9496,3.9747,3655625,0
1962-07-11,3.9747,4.15,3.9579,4.15,3969991,0
1962-07-12,4.1581,4.3171,4.1581,4.2,3952029,0
1962-07-13,4.2,4.2252,4.1249,4.1668,2523914,0
1962-07-16,4.1668,4.2417,4.1249,4.2417,1984996,0
1962-07-17,4.2417,4.2585,4.1,4.1,2047872,0
1962-07-18,4.1,4.1249,4.0165,4.0497,2919112,0
1962-07-19,4.0667,4.1668,4.0667,4.0749,2631693,0
1962-07-20,4.083,4.1415,4.083,4.1249,817351,0
1962-07-23,4.1249,4.1753,4.1169,4.1334,1005969,0
1962-07-24,4.1083,4.1083,4.0249,4.0249,1068844,0
1962-07-25,4.0249,4.083,3.9747,4.0749,2254455,0
1962-07-26,4.0916,4.1334,4.0916,4.0916,1140701,0
1962-07-27,4.0916,4.1668,4.0916,4.1668,1140701,0
1962-07-30,4.192,4.2919,4.192,4.2919,3413117,0
1962-07-31,4.2919,4.3589,4.2919,4.2919,3323298,0
1962-08-01,4.2755,4.2755,4.1668,4.1668,1464049,0
1962-08-02,4.1753,4.2755,4.1753,4.2755,1787394,0
1962-08-03,4.2755,4.2919,4.2335,4.267,1140701,0
1962-08-06,4.267,4.2839,4.2084,4.2084,7913041,0
1962-08-07,4.2084,4.2084,4.1334,4.1334,1104772,0
1962-08-08,4.1334,4.2417,4.1083,4.2335,1895177,0
1962-08-09,4.2252,4.2252,4.1581,4.1753,1544884,0
1962-08-10,4.1753,4.2084,4.1581,4.1668,1176626,0
1962-08-13,4.1668,4.2084,4.1668,4.2,1221537,0
1962-08-14,4.2,4.2755,4.192,4.2755,2272418,0
1962-08-15,4.2839,4.3669,4.2839,4.2839,2811329,0
1962-08-16,4.2839,4.3504,4.2755,4.2839,1526920,0
1962-08-17,4.2839,4.3421,4.2755,4.3171,1068844,0
1962-08-20,4.3421,4.4004,4.3421,4.3669,2164637,0
1962-08-21,4.3669,4.4089,4.3421,4.3504,1553864,0
1962-08-22,4.3589,4.5591,4.3589,4.5339,3961012,0
1962-08-23,4.5339,4.6008,4.5173,4.5506,3502932,0
1962-08-24,4.5506,4.5591,4.5173,4.5339,1499972,0
1962-08-27,4.5339,4.5676,4.5173,4.5258,1095790,0
1962-08-28,4.5173,4.5173,4.3589,4.3589,3296352,0
1962-08-29,4.3589,4.3921,4.3005,4.3339,3017913,0
1962-08-30,4.3339,4.3758,4.2919,4.3005,1140701,0
1962-08-31,4.3084,4.4089,4.3084,4.3921,1473030,0
1962-09-04,4.3921,4.4508,4.2755,4.2919,1949069,0
1962-09-05,4.2919,4.3421,4.2252,4.2417,2694565,0
1962-09-06,4.2417,4.3084,4.2252,4.3005,2173616,0
1962-09-07,4.3005,4.3339,4.2335,4.2335,1580812,0
1962-09-10,4.2335,4.2839,4.1834,4.2585,2164637,0
1962-09-11,4.2585,4.3005,4.2252,4.2335,1850268,0
1962-09-12,4.2417,4.2839,4.2417,4.25,1562846,0
1962-09-13,4.25,4.2839,4.25,4.25,1014954,0
1962-09-14,4.25,4.3084,4.2417,4.3005,1311356,0
1962-09-17,4.3084,4.3839,4.3084,4.3758,1751467,0
1962-09-18,4.3758,4.4341,4.3421,4.3421,2730491,0
1962-09-19,4.3421,4.3589,4.2839,4.2839,1760448,0
1962-09-20,4.2839,4.3171,4.2335,4.2417,1059863,0
1962-09-21,4.2417,4.2417,4.1581,4.1753,2559836,0
1962-09-24,4.1249,4.1249,4.0079,4.0165,3143661,0
1962-09-25,4.0165,4.0916,3.9829,4.0916,2928095,0
1962-09-26,4.0916,4.1,3.9412,3.9412,2461036,0
1962-09-27,3.9412,3.9913,3.8662,3.8828,3449043,0
1962-09-28,3.8828,3.9496,3.8828,3.9163,1697576,0
1962-10-01,3.9163,3.9163,3.7743,3.7743,2218523,0
1962-10-02,3.8076,3.8912,3.8076,3.8828,3395152,0
1962-10-03,3.8828,3.9496,3.8492,3.8662,2155652,0
1962-10-04,3.8662,3.9666,3.8492,3.9666,1562846,0
1962-10-05,3.9666,4.0079,3.9412,3.9913,2083797,0
1962-10-08,3.9913,4.0079,3.9829,3.9913,763460,0
1962-10-09,3.9997,4.0749,3.9997,4.0582,1419137,0
1962-10-10,4.0582,4.1169,3.9579,3.9829,2173616,0
1962-10-11,3.9829,4.0332,3.9412,3.9496,1634705,0
1962-10-12,3.9496,3.9579,3.8996,3.9412,1248485,0
1962-10-15,3.9579,4.0667,3.9579,4.0667,1113756,0
1962-10-16,4.0667,4.083,3.9666,3.9666,1508953,0
1962-10-17,3.9666,4.0414,3.9412,4.0079,1652665,0
1962-10-18,4.0079,4.0332,3.9329,3.9329,1176626,0
1962-10-19,3.9329,3.9496,3.8578,3.8578,2838279,0
1962-10-22,3.8243,3.8243,3.7577,3.7993,3287369,0
1962-10-23,3.7993,3.7993,3.6572,3.6572,3017913,0
1962-10-24,3.6572,3.7658,3.5655,3.7658,4419086,0
1962-10-25,3.7658,3.7743,3.6824,3.749,3206533,0
1962-10-26,3.7326,3.7326,3.649,3.6741,1859250,0
1962-10-29,3.749,3.8243,3.749,3.8163,4221488,0
1962-10-30,3.8163,3.8996,3.7828,3.8996,3170607,0
1962-10-31,3.8912,3.8912,3.8163,3.8329,1410159,0
1962-11-01,3.8329,3.8996,3.791,3.8996,2389182,0
1962-11-02,3.8996,4.1,3.8492,3.9579,3754428,0
1962-11-05,3.9829,4.0332,3.9829,4.0079,2074815,0
1962-11-07,4.0079,4.0582,3.9496,4.0079,2092782,0
1962-11-08,4.0079,4.0414,3.9412,3.9412,1526920,0
1962-11-09,3.9579,4.0079,3.9579,4.0079,1320338,0
1962-11-12,4.0497,4.1415,4.0497,4.1415,2604748,0
1962-11-13,4.1415,4.1581,4.0667,4.0667,2532895,0
1962-11-14,4.0667,4.1581,4.0667,4.15,2209541,0
1962-11-15,4.15,4.2084,4.1249,4.1249,2496963,0
1962-11-16,4.1249,4.192,4.0916,4.192,1796379,0
1962-11-19,4.192,4.192,4.1249,4.1249,1122736,0
1962-11-20,4.1415,4.192,4.1415,4.1753,1347281,0
1962-11-21,4.1753,4.2084,4.15,4.1834,1913143,0
1962-11-23,4.1834,4.3005,4.1581,4.3005,3314317,0
1962-11-26,4.3005,4.3758,4.2839,4.3084,2568818,0
1962-11-27,4.3084,4.3839,4.2839,4.3758,2074815,0
1962-11-28,4.3839,4.4421,4.3839,4.4089,3188571,0
1962-11-29,4.4089,4.4421,4.4004,4.4421,2101759,0
1962-11-30,4.4421,4.4508,4.4004,4.4171,1562846,0
1962-12-03,4.3758,4.3758,4.3251,4.3421,1544884,0
1962-12-04,4.3504,4.4421,4.3504,4.4341,2110741,0
1962-12-05,4.4341,4.5008,4.4171,4.4171,2568818,0
1962-12-06,4.4171,4.4756,4.4089,4.4171,1661646,0
1962-12-07,4.4171,4.4675,4.4089,4.4089,1338301,0
1962-12-10,4.4089,4.4421,4.3084,4.3084,1769430,0
1962-12-11,4.3084,4.3504,4.2839,4.2919,1356265,0
1962-12-12,4.3171,4.3758,4.3171,4.3669,925135,0
1962-12-13,4.3669,4.3839,4.2919,4.3005,1347281,0
1962-12-14,4.3005,4.3339,4.2755,4.3171,1194590,0
1962-12-17,4.3171,4.3421,4.2585,4.267,1086804,0
1962-12-18,4.267,4.3005,4.2252,4.2335,1050881,0
1962-12-19,4.2335,4.3504,4.2335,4.3504,1158663,0
1962-12-20,4.3504,4.4004,4.3504,4.3504,1526920,0
1962-12-21,4.3504,4.3589,4.267,4.267,1077826,0
1962-12-24,4.3005,4.3669,4.3005,4.3669,817351,0
1962-12-26,4.3669,4.4004,4.3504,4.3669,871241,0
1962-12-27,4.3669,4.3839,4.3171,4.3339,943098,0
1962-12-28,4.3339,4.3589,4.3251,4.3504,700585,0
1962-12-31,4.3504,4.3758,4.3171,4.3251,1257464,0
1963-01-02,4.3251,4.3251,4.2585,4.267,2865221,0
1963-01-03,4.2755,4.3921,4.2755,4.3921,1347281,0
1963-01-04,4.4004,4.4421,4.4004,4.4004,1841284,0
1963-01-07,4.4004,4.4421,4.3589,4.3669,1059863,0
1963-01-08,4.4004,4.4756,4.4004,4.4756,2164637,0
1963-01-09,4.4756,4.5173,4.4508,4.4756,2290381,0
1963-01-10,4.484,4.5339,4.484,4.509,1859250,0
1963-01-11,4.509,4.5173,4.4756,4.5173,1616741,0
1963-01-14,4.5173,4.6008,4.5173,4.5924,2964022,0
1963-01-15,4.5924,4.6342,4.5761,4.6008,2496963,0
1963-01-16,4.5924,4.5924,4.509,4.5258,1517937,0
1963-01-17,4.5339,4.6008,4.5339,4.5842,1455063,0
1963-01-18,4.5842,4.6092,4.5506,4.5761,1023932,0
1963-01-21,4.5761,4.5924,4.5258,4.5924,1050881,0
1963-01-22,4.5924,4.6426,4.5924,4.6008,1113756,0
1963-01-23,4.6008,4.6178,4.5842,4.5924,790405,0
1963-01-24,4.5924,4.6426,4.5924,4.6092,1113756,0
1963-01-25,4.6092,4.6426,4.5924,4.6426,835314,0
1963-01-28,4.6512,4.7009,4.6512,4.7009,1904158,0
1963-01-29,4.7009,4.7009,4.6676,4.6762,889207,0
1963-01-30,4.6762,4.6762,4.6342,4.6512,862258,0
1963-01-31,4.6512,4.7009,4.6342,4.6927,1194590,0
1963-02-01,4.6927,4.7094,4.6844,4.6927,646694,0
1963-02-04,4.6927,4.7009,4.6512,4.6595,754479,0
1963-02-05,4.6595,4.6762,4.626,4.6676,916151,0
1963-02-06,4.6676,4.6927,4.6342,4.6342,844299,0
1963-02-07,4.6426,4.6844,4.6426,4.6426,781425,0
1963-02-08,4.6426,4.6676,4.6342,4.6595,718550,0
1963-02-11,4.6595,4.6595,4.6342,4.6342,547896,0
1963-02-12,4.6342,4.6426,4.5842,4.6426,1095790,0
1963-02-13,4.6426,4.6595,4.626,4.626,754479,0
1963-02-14,4.626,4.6595,4.626,4.6342,1005969,0
1963-02-15,4.6342,4.6512,4.626,4.6426,682623,0
1963-02-18,4.6426,4.6512,4.6342,4.6342,538914,0
1963-02-19,4.6342,4.6342,4.5924,4.5924,916151,0
1963-02-20,4.5842,4.5842,4.5428,4.5591,1077826,0
1963-02-21,4.5591,4.5591,4.5008,4.5506,1005969,0
1963-02-25,4.5428,4.5428,4.4756,4.4756,727534,0
1963-02-26,4.4756,4.5339,4.4675,4.509,970044,0
1963-02-27,4.509,4.5339,4.4924,4.4924,529933,0
1963-02-28,4.4924,4.4924,4.4255,4.4341,1347281,0
1963-03-01,4.4341,4.4756,4.4004,4.4004,1230516,0
1963-03-04,4.4341,4.484,4.4341,4.4756,898190,0
1963-03-05,4.4756,4.4756,4.4508,4.4508,547896,0
1963-03-06,4.4508,4.484,4.4341,4.484,502984,0
1963-03-07,4.509,4.5428,4.509,4.5339,862258,0
1963-03-08,4.5339,4.5428,4.509,4.5258,476040,0
1963-03-11,4.5258,4.5506,4.5258,4.5258,583821,0
1963-03-12,4.5258,4.5428,4.5173,4.5258,422149,0
1963-03-13,4.5258,4.5506,4.5258,4.5339,547896,0
1963-03-14,4.5339,4.5842,4.5173,4.5428,709569,0
1963-03-15,4.5428,4.5842,4.5258,4.5842,610767,0
1963-03-18,4.5842,4.6092,4.5339,4.5428,556875,0
1963-03-19,4.5428,4.5591,4.5258,4.5428,494001,0
1963-03-20,4.5506,4.6008,4.5506,4.5924,592806,0
1963-03-21,4.5924,4.6008,4.5591,4.5591,952080,0
1963-03-22,4.5591,4.6008,4.5591,4.5924,511969,0
1963-03-25,4.5924,4.6092,4.5842,4.5842,574843,0
1963-03-26,4.5924,4.6342,4.5924,4.6178,970044,0
1963-03-27,4.6342,4.6676,4.6342,4.6676,1014954,0
1963-03-28,4.6676,4.6927,4.6595,4.6595,988011,0
1963-03-29,4.6595,4.6762,4.6595,4.6676,574843,0
1963-04-01,4.6676,4.6762,4.6595,4.6676,817351,0
1963-04-02,4.6676,4.6762,4.626,4.626,673640,0
1963-04-03,4.6342,4.6844,4.6342,4.6762,619749,0
1963-04-04,4.7094,4.7679,4.7094,4.751,1553864,0
1963-04-05,4.7595,4.9016,4.7595,4.9016,1913143,0
1963-04-08,4.9267,4.9935,4.9267,4.9849,1904158,0
1963-04-09,4.9849,4.9935,4.9098,4.9267,1482011,0
1963-04-10,4.9267,4.9431,4.8433,4.9016,1113756,0
1963-04-11,4.9016,4.9849,4.8766,4.9431,1535902,0
1963-04-15,4.9431,4.9766,4.9098,4.9431,996989,0
1963-04-16,4.9431,4.96,4.9098,4.9098,781425,0
1963-04-17,4.9098,4.9183,4.868,4.8849,574843,0
1963-04-18,4.8849,4.9183,4.8849,4.8849,350294,0
1963-04-19,4.9098,4.9849,4.9098,4.9849,916151,0
1963-04-22,5.0184,5.0937,5.0184,5.0685,1356265,0
1963-04-23,5.0685,5.1104,5.0519,5.1104,1005969,0
1963-04-24,5.1189,5.1687,5.1189,5.1269,1023932,0
1963-04-25,5.1269,5.1519,5.1018,5.1519,835314,0
1963-04-26,5.1519,5.2104,5.1269,5.2104,763460,0
1963-04-29,5.2104,5.2607,5.1687,5.1941,628731,0
1963-04-30,5.1941,5.219,5.1189,5.1436,1041897,0
1963-05-01,5.1436,5.1941,5.1269,5.1519,718550,0
1963-05-02,5.1601,5.2021,5.1601,5.1941,440112,0
1963-05-03,5.1941,5.1941,5.1601,5.1601,368256,0
1963-05-06,5.1519,5.1519,5.0769,5.0769,709569,0
1963-05-07,5.0769,5.1269,5.0685,5.1018,646694,0
1963-05-08,5.1104,5.2104,5.1104,5.2104,889207,0
1963-05-09,5.2104,5.2689,5.2104,5.219,1347281,0
1963-05-10,5.219,5.2689,5.1854,5.2689,565859,0
1963-05-13,5.2607,5.2607,5.2104,5.2273,458078,0
1963-05-14,5.2273,5.2356,5.2021,5.219,538914,0
1963-05-15,5.219,5.2438,5.219,5.2356,628731,0
1963-05-16,5.2356,5.2523,5.2021,5.2104,538914,0
1963-05-17,5.2104,5.2607,5.1687,5.1772,547896,0
1963-05-20,5.1772,5.1941,5.1269,5.1269,520952,0
1963-05-21,5.1269,5.1772,5.1189,5.1772,619749,0
1963-05-22,5.1772,5.2523,5.1601,5.1687,404183,0
1963-05-23,5.1687,5.1854,5.1519,5.1519,395202,0
1963-05-24,5.1519,5.1772,5.1189,5.1355,350294,0
1963-05-27,5.1269,5.1269,5.0769,5.0769,547896,0
1963-05-28,5.0937,5.1436,5.0937,5.1018,538914,0
1963-05-29,5.1355,5.2104,5.1355,5.2104,664662,0
1963-05-31,5.2356,5.3024,5.2356,5.2856,1284409,0
1963-06-03,5.2856,5.3024,5.2438,5.2438,1014954,0
1963-06-04,5.2438,5.2856,5.2356,5.2523,700585,0
1963-06-05,5.2523,5.2775,5.2021,5.2104,592806,0
1963-06-06,5.2104,5.2356,5.1854,5.2104,350294,0
1963-06-07,5.2104,5.219,5.1854,5.1941,431133,0
1963-06-10,5.1941,5.1941,5.1189,5.1269,790405,0
1963-06-11,5.1355,5.1854,5.1355,5.1519,332329,0
1963-06-12,5.1519,5.2021,5.1355,5.1941,664662,0
1963-06-13,5.1941,5.2523,5.1189,5.1355,538914,0
1963-06-14,5.1355,5.1601,5.1189,5.1355,404183,0
1963-06-17,5.1355,5.1355,5.0854,5.0937,511969,0
1963-06-18,5.0937,5.1355,5.0854,5.0854,637714,0
1963-06-19,5.0854,5.0937,5.06,5.0685,781425,0
1963-06-20,5.0685,5.0685,4.9935,5.0435,1419137,0
1963-06-21,5.0435,5.06,5.0435,5.0519,655676,0
1963-06-24,5.0519,5.0685,4.9766,4.9766,934118,0
1963-06-25,4.9766,5.0353,4.9431,4.9519,808367,0
1963-06-26,4.9519,4.9519,4.8597,4.8597,1490990,0
1963-06-27,4.8597,4.9016,4.7849,4.8096,1634705,0
1963-06-28,4.8267,4.8597,4.8267,4.8346,781425,0
1963-07-01,4.8346,4.8346,4.7179,4.7264,1787394,0
1963-07-02,4.751,4.8597,4.751,4.8597,1401172,0
1963-07-03,4.868,4.9098,4.868,4.8934,1230516,0
1963-07-05,4.9016,4.9349,4.9016,4.9349,538914,0
1963-07-08,4.9183,4.9183,4.8267,4.8346,718550,0
1963-07-09,4.8346,4.9098,4.8096,4.8849,781425,0
1963-07-10,4.8766,4.8766,4.8267,4.8433,772443,0
1963-07-11,4.8433,4.8766,4.8096,4.8096,736513,0
1963-07-12,4.8096,4.8346,4.7849,4.7849,682623,0
1963-07-15,4.7849,4.8096,4.7595,4.7928,970044,0
1963-07-16,4.7928,4.8267,4.7928,4.8267,952080,0
1963-07-17,4.8267,4.868,4.7849,4.8015,970044,0
1963-07-18,4.8015,4.8182,4.7595,4.7595,1086804,0
1963-07-19,4.7595,4.7679,4.743,4.7595,853277,0
1963-07-22,4.7595,4.7679,4.7264,4.743,718550,0
1963-07-23,4.743,4.7928,4.7264,4.7264,1005969,0
1963-07-24,4.7264,4.7762,4.7094,4.751,754479,0
1963-07-25,4.751,4.7849,4.751,4.751,655676,0
1963-07-26,4.751,4.7849,4.751,4.7849,467056,0
1963-07-29,4.7849,4.8015,4.7849,4.8015,395202,0
1963-07-30,4.8267,4.9098,4.8267,4.9098,1302372,0
1963-07-31,4.9098,4.9683,4.8182,4.8182,1365247,0
1963-08-01,4.8182,4.8433,4.7679,4.8182,1176626,0
1963-08-02,4.8182,4.8433,4.7849,4.7849,431133,0
1963-08-05,4.7849,4.8514,4.7849,4.8514,485021,0
1963-08-06,4.8514,4.9016,4.8346,4.8934,979025,0
1963-08-07,4.8934,4.8934,4.8433,4.8433,637714,0
1963-08-08,4.8433,4.8934,4.8182,4.868,610767,0
1963-08-09,4.868,4.9267,4.8597,4.9183,808367,0
1963-08-12,4.9349,4.96,4.9349,4.9349,979025,0
1963-08-13,4.9519,5.0353,4.9519,5.0353,1697576,0
1963-08-14,5.0353,5.0937,4.9935,5.0685,1580812,0
1963-08-15,5.0685,5.0854,5.0353,5.0353,1050881,0
1963-08-16,5.0353,5.0685,5.0184,5.0184,520952,0
1963-08-19,5.0184,5.0435,5.0099,5.0099,368256,0
1963-08-20,5.0099,5.0353,4.9519,4.9519,574843,0
1963-08-21,4.96,4.9849,4.96,4.9766,341313,0
1963-08-22,4.9766,5.0184,4.96,5.0184,592806,0
1963-08-23,5.0184,5.0353,4.9683,4.9683,529933,0
1963-08-26,4.9849,5.0099,4.9849,4.9849,449093,0
1963-08-27,4.9849,4.9935,4.9016,4.9016,673640,0
1963-08-28,4.9016,4.9683,4.9016,4.9183,754479,0
1963-08-29,4.9183,4.9519,4.9016,4.9016,655676,0
1963-08-30,4.9016,4.9349,4.868,4.9267,808367,0
1963-09-03,4.9349,5.0099,4.9349,4.96,979025,0
1963-09-04,4.9683,5.0099,4.9683,4.9683,1041897,0
1963-09-05,4.9683,5.0099,4.9519,4.9935,691608,0
1963-09-06,5.0017,5.1269,5.0017,5.0854,2281398,0
1963-09-09,5.0854,5.1269,5.0435,5.06,1077826,0
1963-09-10,5.06,5.1104,5.06,5.0769,916151,0
1963-09-11,5.0769,5.1189,5.0685,5.0685,1059863,0
1963-09-12,5.0685,5.0854,5.0353,5.06,646694,0
1963-09-13,5.06,5.1018,5.0519,5.0519,727534,0
1963-09-16,5.0519,5.0854,5.0435,5.0435,547896,0
1963-09-17,5.0435,5.0937,5.0435,5.0435,799390,0
1963-09-18,5.0435,5.06,4.96,4.9849,853277,0
